1.30833333333333,1.4
1.30826666666667,1.39013333333333
1.30826666666667,1.38013333333333
1.30826666666667,1.37013333333333
1.30826666666667,1.36013333333333
1.30826666666667,1.35013333333333
1.30826666666667,1.34013333333333
1.30826666666667,1.33013333333333
1.30826666666667,1.32013333333333
1.30826666666667,1.31013333333333
1.30826666666667,1.30013333333333
1.30826666666667,1.29013333333333
1.30826666666667,1.28013333333333
1.30826666666667,1.27013333333333
1.30826666666667,1.26013333333333
1.30826666666667,1.25013333333333
1.30826666666667,1.24013333333333
1.30826666666667,1.23013333333333
1.30826666666667,1.10013333333333
1.30826666666667,1.00013333333333
1.30826666666667,0.90013333333333
1.30826666666667,0.80013333333333
1.30826666666667,0.70013333333333
1.30243469082049,0.684076068702299
1.29365738495655,0.679329872564208
1.28494191400242,0.67447106179837
1.27628972274886,0.669500441864974
1.26770224549655,0.664418836759157
1.25918090581832,0.65922708887442
1.25072711632318,0.653926058862969
1.24234227842213,0.648516625493052
1.23402778209585,0.642999685503279
1.22578500566428,0.637376153453967
1.21761531555813,0.631646961575529
1.20952006609236,0.625813059613937
1.20150059924168,0.619875414673283
1.19355824441807,0.61383501105545
1.18569431825041,0.607692850096951
1.17791012436623,0.601449950002928
1.17020695317558,0.595107345678365
1.16258608165713,0.588666088556525
1.15504877314646,0.582127246424653
1.14759627712669,0.575491903246965
1.14022982902126,0.568761158984954
1.13295064998923,0.561936129415052
1.12575994672275,0.555017945943655
